gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CTC1,390.818587,0.200479696,0.394277135,0.508474062,0.611120925,0.999938054
PAPSS2,206.1968693,0.362641043,0.713299729,0.508399243,0.611173383,0.999938054
TIMM50,1530.962467,0.262556569,0.516457905,0.508379417,0.611187285,0.999938054
VPS37C,556.7397146,0.225158481,0.442969677,0.508293214,0.611247728,0.999938054
ASF1B,132.2947763,-0.358290918,0.705018103,-0.508201019,0.611312377,0.999938054
MSMO1,2956.882314,0.253532209,0.49902289,0.508057273,0.611413178,0.999938054
JPH4,3758.33375,0.468899752,0.923034142,0.507998275,0.611454553,0.999938054
GYPC,464.0108758,0.321428531,0.632872208,0.507888524,0.611531523,0.999938054
GRPEL2,412.5027792,-0.402712087,0.79299014,-0.507839967,0.611565579,0.999938054
MTPAP,232.0029272,-0.259474232,0.511229037,-0.507549872,0.611769053,0.999938054
ENTPD1,600.9014307,0.222028679,0.437510607,0.50748182,0.61181679,0.999938054
TNFAIP8L1,301.9534446,0.294714764,0.580797184,0.507431462,0.611852115,0.999938054
CHAMP1,327.8585289,-0.240645377,0.474302053,-0.507367353,0.611897088,0.999938054
GNG2,2325.321089,-0.359800587,0.709266139,-0.507285724,0.611954354,0.999938054
EIF3A,3021.160053,0.193506587,0.381470108,0.507265399,0.611968613,0.999938054
WDR81,462.5725642,0.251596921,0.496034219,0.507216864,0.612002664,0.999938054
CSGALNACT2,533.6173148,0.224441594,0.442499585,0.507213117,0.612005292,0.999938054
DEGS1,1376.192869,-0.239357718,0.472109887,-0.506995775,0.612157783,0.999938054
KCNJ12,51.16988526,0.513882931,1.013713131,0.506931315,0.612203012,0.999938054
OTUD7B,523.6868083,-0.351911899,0.694466693,-0.5067369,0.612339436,0.999938054
PPIL4,377.3252231,-0.259945902,0.513000575,-0.506716591,0.612353688,0.999938054
RASSF2,6383.321486,-0.395117373,0.779783624,-0.506701297,0.612364421,0.999938054
SMPD4,665.7246504,0.223067297,0.440307237,0.506617375,0.612423315,0.999938054
ACSL5,645.4077677,0.548035741,1.081794711,0.506598651,0.612436455,0.999938054
VAPA,3816.027808,-0.182727151,0.360697379,-0.506594064,0.612439674,0.999938054
FAR2P2,50.09548214,0.713833484,1.409200733,0.506552024,0.612469178,0.999938054
ITGB4,937.595803,0.543656948,1.073325062,0.506516588,0.612494048,0.999938054
SAMD10,239.1168712,0.301238422,0.594847247,0.506413073,0.612566699,0.999938054
PPP4R3B,1227.703712,-0.17725886,0.350118592,-0.506282339,0.612658459,0.999938054
CPNE8,66.76772562,0.419130621,0.827897937,0.506258805,0.612674978,0.999938054
RHOA,4397.25345,0.233948444,0.462321306,0.506029987,0.612835599,0.999938054
OSTF1,369.744953,0.275118014,0.543793849,0.505923364,0.61291045,0.999938054
EEF1A1P9,270.9729703,0.38978132,0.770488939,0.505888274,0.612935084,0.999938054
DOCK3,464.2449738,0.448100305,0.885934738,0.505793809,0.613001405,0.999938054
CETN3,235.8790008,-0.280660584,0.554962393,-0.505729014,0.613046897,0.999938054
TOMM70,1071.071656,-0.24183271,0.478240447,-0.505671805,0.613087064,0.999938054
POC1B,319.0743263,-0.332913789,0.658445679,-0.50560555,0.613133585,0.999938054
DCAF11,2180.448299,0.187363555,0.370615683,0.505546752,0.61317487,0.999938054
H1-10,5712.940644,-0.306782291,0.606868798,-0.505516666,0.613195996,0.999938054
REXO4,725.7963031,-0.246823377,0.488294358,-0.505480707,0.613221246,0.999938054
UBL4A,1077.29346,0.209000652,0.413555988,0.505374504,0.613295823,0.999938054
RAMP2,542.9659308,-0.289490513,0.573078125,-0.505150172,0.613453365,0.999938054
SART3,1101.202174,-0.241841553,0.478848072,-0.505048611,0.613524694,0.999938054
TNFRSF11B,29.77264291,0.677972876,1.342650162,0.504951249,0.613593077,0.999938054
TENM4,390.1495483,-0.531087481,1.051760203,-0.50495111,0.613593175,0.999938054
SLC32A1,79.70126365,0.960203934,1.90160011,0.504945245,0.613597294,0.999938054
PCDHB4,30.46804839,-0.76250827,1.510438118,-0.504825891,0.613681129,0.999938054
ANKRD36BP1,41.30456765,0.565304805,1.120564453,0.504482186,0.613922577,0.999938054
ZNF627,352.5560169,-0.361314483,0.716229589,-0.504467406,0.613932961,0.999938054
PLEKHM1,270.0475696,0.292885268,0.580697496,0.504368057,0.614002761,0.999938054
FERRY3,260.1688565,-0.2361102,0.468221249,-0.504270578,0.61407125,0.999938054
RRN3P3,24.22102537,0.533579524,1.058126065,0.504268387,0.61407279,0.999938054
TNFAIP1,1239.191722,-0.186283883,0.369428749,-0.504248475,0.61408678,0.999938054
ELMOD1,135.2461825,0.39161661,0.77669006,0.504212207,0.614112263,0.999938054
ALDH9A1,3437.306705,-0.177494877,0.35208883,-0.504119591,0.614177341,0.999938054
CDC27,577.0400821,-0.214767254,0.426060441,-0.504076965,0.614207293,0.999938054
ZDHHC21,295.1112089,-0.264141574,0.524020336,-0.504067411,0.614214007,0.999938054
POLR1G,77.63100792,0.389736248,0.773218335,0.50404424,0.614230289,0.999938054
ZNF835,41.15217442,-0.709111106,1.406957493,-0.504003219,0.614259115,0.999938054
PPP1R1B,1410.917625,0.299068774,0.593428446,0.503967708,0.614284069,0.999938054
PRKCG,283.2526341,0.531404323,1.054487219,0.503945722,0.614299519,0.999938054
WDSUB1,139.134377,0.247751587,0.491630301,0.503938805,0.61430438,0.999938054
TBC1D32,51.88157552,-0.62931722,1.248983733,-0.503863424,0.614357355,0.999938054
MANEAL,673.9728847,-0.329802336,0.654552028,-0.50385962,0.614360028,0.999938054
ZBTB20,126.5919625,0.397627659,0.789273163,0.503789661,0.614409194,0.999938054
TSLP,20.21495737,-1.212675667,2.407137712,-0.503783253,0.614413697,0.999938054
GOLGA7B,831.6120049,0.46741908,0.927865923,0.503757135,0.614432053,0.999938054
ANK1,277.5899901,0.497486983,0.987651731,0.503706892,0.614467365,0.999938054
ZBTB26,48.22200889,-0.432535866,0.858861594,-0.503615332,0.614531716,0.999938054
RFC2,770.1877677,-0.189488791,0.376285096,-0.50357772,0.614558153,0.999938054
STUB1,1866.387608,0.284705249,0.565515357,0.503443887,0.614652223,0.999938054
DNAJC5,1962.73006,0.232743325,0.462391883,0.503346476,0.614720696,0.999938054
LGALS9,432.7761084,0.240292832,0.477471284,0.503261327,0.614780552,0.999938054
EIF4H,6647.34984,-0.230095346,0.457213203,-0.503256128,0.614784207,0.999938054
RBP7,33.28667579,-1.131798974,2.250023097,-0.503016603,0.614952599,0.999938054
ENPP4,288.1703863,0.413607112,0.822289022,0.502994812,0.61496792,0.999938054
GPR180,101.365198,-0.324746885,0.645667793,-0.502962805,0.614990423,0.999938054
MOB3C,263.4106834,0.281786692,0.560402026,0.502829539,0.615084124,0.999938054
INHBA,368.95296,0.56602018,1.125921558,0.502717241,0.615163086,0.999938054
AS3MT,218.3301918,-0.412159433,0.81991372,-0.502686348,0.61518481,0.999938054
ADGRL4,256.5950682,0.436340795,0.868038823,0.502674285,0.615193292,0.999938054
MCM10,22.92175806,-0.950106778,1.890508907,-0.502566677,0.615268963,0.999938054
ECD,416.7811581,0.22702682,0.451925349,0.502354692,0.615418044,0.999938054
GLIS2,1077.940222,-0.282001041,0.561373615,-0.502341103,0.615427601,0.999938054
AKAIN1,8.990562679,1.067621625,2.125570699,0.502275283,0.615473893,0.999938054
TRIM56,52.54602,-0.444774831,0.885670457,-0.502189982,0.615533889,0.999938054
EVI5L,1764.136213,0.28874454,0.575064364,0.502108213,0.615591403,0.999938054
RSAD2,226.4051777,-0.467675033,0.931423583,-0.502107786,0.615591704,0.999938054
ZNF639,546.4239448,-0.275201095,0.548136954,-0.502066305,0.615620881,0.999938054
FPR3,38.24288988,0.907380267,1.80796943,0.501878102,0.615753269,0.999938054
RNF146,688.760843,-0.246818632,0.491827417,-0.50183992,0.61578013,0.999938054
KIF20A,91.35636322,0.567874317,1.131755368,0.501764191,0.615833405,0.999938054
SEPTIN7P13,22.6709811,0.754498706,1.503811847,0.50172414,0.615861581,0.999938054
DPH1,441.277323,0.218482298,0.435510336,0.501669604,0.615899949,0.999938054
SOX12,1406.421492,-0.256738665,0.51187713,-0.501563071,0.615974902,0.999938054
NOVA1,2309.390719,-0.200643623,0.400099048,-0.50148488,0.616029917,0.999938054
ERH,3068.283068,-0.235913605,0.470469948,-0.501442454,0.616059768,0.999938054
LINC00674,2025.077064,-0.194987324,0.388861417,-0.501431399,0.616067547,0.999938054
AMDHD2,259.485733,0.256328949,0.511195604,0.501430269,0.616068341,0.999938054
ZNF75A,110.8756405,0.386173491,0.770149566,0.501426617,0.616070911,0.999938054
CES1,18.47540604,0.710371449,1.416796364,0.501392767,0.616094729,0.999938054
XRCC3,308.5090543,0.236647932,0.471982454,0.501391375,0.616095709,0.999938054
SLCO1C1,294.1352055,-0.449617298,0.896744169,-0.501388594,0.616097666,0.999938054
STK35,498.4817417,0.288414014,0.575250659,0.501371027,0.616110026,0.999938054
RASSF1,640.7041998,0.223106081,0.445004564,0.501356838,0.61612001,0.999938054
TMEM102,104.8669359,-0.632060579,1.260775289,-0.501326909,0.61614107,0.999938054
DRC7,23.93643591,-0.742508151,1.481243376,-0.501273567,0.616178605,0.999938054
CPLX1,2756.168513,0.513529652,1.024565553,0.50121698,0.616218425,0.999938054
GALE,375.7311326,0.234122061,0.467146956,0.501174327,0.61624844,0.999938054
THYN1,841.5469876,-0.272242533,0.543219515,-0.501164862,0.616255102,0.999938054
NUP98,774.9521518,0.203188941,0.405516592,0.501061968,0.616327512,0.999938054
EGR2,497.4486099,-0.316900476,0.632459948,-0.50106015,0.616328792,0.999938054
TCAIM,581.8002765,-0.222184347,0.443563532,-0.500907606,0.616436149,0.999938054
TATDN3,367.9872297,0.210366289,0.419999489,0.500872727,0.616460698,0.999938054
FBXO45,402.8977125,-0.243966057,0.487131064,-0.500822211,0.616496252,0.999938054
MTRF1,55.1868563,0.390755591,0.780249245,0.500808675,0.61650578,0.999938054
SOX15,373.102678,0.245457461,0.490210535,0.500718453,0.616569283,0.999938054
CSPG4,1065.363754,-0.386939261,0.772791577,-0.500703259,0.616579978,0.999938054
ATG4D,419.1081533,0.233605072,0.466689061,0.500558277,0.616682032,0.999938054
IDH3A,1164.30868,0.23066692,0.460981498,0.500382164,0.61680601,0.999938054
MRPL34,544.8385531,0.176597611,0.352979389,0.500305729,0.616859821,0.999938054
COL4A6,27.88755615,-1.078504146,2.155751377,-0.500291526,0.61686982,0.999938054
ENO3,105.2399436,0.395173815,0.789947087,0.500253526,0.616896574,0.999938054
C9orf72,296.2936485,-0.249440784,0.498663447,-0.500218706,0.616921088,0.999938054
PRRG4,14.65541817,-0.785249736,1.570037758,-0.500147039,0.616971547,0.999938054
GTF2IRD1,545.597113,-0.229851073,0.459704392,-0.499997558,0.617076797,0.999938054
RSPH9,18.44176273,1.01110892,2.022653102,0.499892403,0.617150842,0.999938054
ISM1,34.3143987,0.909071267,1.818648799,0.499860813,0.617173087,0.999938054
SLC25A34,26.85643467,0.768992405,1.538460765,0.499845315,0.617184,0.999938054
DUSP5,773.4162504,0.460701297,0.92182849,0.499768994,0.617237746,0.999938054
ACAP1,92.53738747,0.274349835,0.54903015,0.499699034,0.617287013,0.999938054
SLC24A3,1002.705717,0.388196255,0.776994513,0.499612608,0.617347878,0.999938054
CNTNAP3B,48.55434822,-0.770391295,1.541991028,-0.499608156,0.617351013,0.999938054
DEK,1143.931686,-0.210373503,0.421116124,-0.499561738,0.617383705,0.999938054
ALG3,440.6494708,-0.238259787,0.476998548,-0.49949793,0.617428645,0.999938054
GSPT2,319.5103725,-0.359228506,0.719193546,-0.499487945,0.617435677,0.999938054
USP32P1,22.57727173,-1.018363886,2.039051762,-0.499430129,0.617476398,0.999938054
TBCA,2032.811599,0.242087998,0.484771859,0.49938542,0.617507889,0.999938054
ECHDC1,800.2569371,-0.260120104,0.520910297,-0.499356809,0.617528041,0.999938054
KCNH2,603.890712,-0.338529636,0.677944589,-0.499347058,0.617534909,0.999938054
MRPL13,141.5456511,0.303724112,0.608435823,0.499188412,0.617646657,0.999938054
MGLL,4552.904587,0.27070942,0.542446418,0.49905283,0.617742166,0.999938054
GAREM2,1193.367528,-0.355768799,0.712890359,-0.499051214,0.617743305,0.999938054
COA5,1043.229552,-0.241981372,0.484897821,-0.499035799,0.617754164,0.999938054
SLC16A1-AS1,31.60201759,0.511401044,1.024823103,0.499013969,0.617769543,0.999938054
PWWP3B,15.72936216,-0.735519874,1.473970473,-0.49900584,0.61777527,0.999938054
UBE2S,1144.762548,0.351962401,0.705376686,0.498970844,0.617799924,0.999938054
CACNA1E,286.4474671,-0.588061342,1.178582846,-0.498956305,0.617810167,0.999938054
LRRC37BP1,592.2251835,-0.178741323,0.358270719,-0.49890017,0.617849714,0.999938054
FKBP8,12798.88018,0.237369164,0.475936922,0.498740805,0.617961994,0.999938054
SLC15A2,903.5547362,-0.444569961,0.891650282,-0.498592295,0.618066634,0.999938054
OTUB1,3216.466809,0.233003847,0.467357121,0.498556321,0.618091983,0.999938054
PLTP,4501.920237,-0.296240596,0.594240274,-0.49851989,0.618117654,0.999938054
MAP4K4,7007.964602,-0.217966784,0.437247686,-0.498497284,0.618133583,0.999938054
UROD,1822.928165,0.191831072,0.384832932,0.498478836,0.618146583,0.999938054
ABCB7,272.0678552,0.245652352,0.492822442,0.498460156,0.618159746,0.999938054
MARCHF1,374.7365775,-0.436530228,0.875885028,-0.49838759,0.618210882,0.999938054
POLRMT,1060.18263,0.178896551,0.358975561,0.498353008,0.618235252,0.999938054
DDX3X,3442.31454,0.227591489,0.456736851,0.49829894,0.618273355,0.999938054
VGLL4,825.3154,-0.363447677,0.729408189,-0.498277484,0.618288476,0.999938054
SOX21,854.3343634,-0.331262919,0.664843808,-0.498256756,0.618303083,0.999938054
ZNF600,27.69493963,0.792804803,1.591447722,0.498165785,0.618367196,0.999938054
M6PR,696.6847076,0.21637403,0.4344092,0.498088047,0.618421985,0.999938054
IL1RAP,303.6591843,0.539345751,1.082996942,0.498012257,0.618475403,0.999938054
CCNB2,98.56499389,0.719491162,1.445086705,0.497887885,0.618563067,0.999938054
B4GALT6,96.52014767,-0.698011097,1.402225034,-0.497788215,0.618633323,0.999938054
MNS1,92.89179305,-0.477721066,0.959699944,-0.497781697,0.618637918,0.999938054
ZNRF3,232.0920863,-0.456930798,0.917934808,-0.497781317,0.618638186,0.999938054
TPCN2,173.7782988,0.471574185,0.947359883,0.497777237,0.618641062,0.999938054
ADGRV1,999.5634006,-0.448149768,0.90055948,-0.497634835,0.618741446,0.999938054
MFSD6,397.0397337,-0.351844488,0.707146225,-0.497555492,0.618797381,0.999938054
BRD10,348.8658648,-0.253526105,0.509745263,-0.497358433,0.618936313,0.999938054
KPTN,308.6931716,0.339182772,0.68209988,0.497262618,0.619003869,0.999938054
ZNF276,361.5710211,-0.285639384,0.574870844,-0.496875753,0.619276671,0.999938054
HEATR1,493.3848273,0.25078187,0.504770996,0.496823057,0.619313834,0.999938054
RAD51D,259.1062955,-0.24624721,0.495678941,-0.496787717,0.619338758,0.999938054
SNRNP70,2678.755996,0.274456831,0.552469727,0.496781666,0.619343025,0.999938054
NSFL1C,2244.035812,0.179353672,0.361068404,0.496730453,0.619379145,0.999938054
SP3,945.6724343,-0.259831767,0.523090699,-0.496724119,0.619383612,0.999938054
NAXD,2110.10259,0.205968655,0.414690074,0.496680938,0.619414067,0.999938054
TRAPPC11,431.9171657,-0.223655626,0.450318935,-0.496660497,0.619428484,0.999938054
JAZF1,450.2571998,-0.224901772,0.452865085,-0.49661981,0.619457181,0.999938054
GTF3C3,314.4145259,-0.253179157,0.50982311,-0.496601962,0.619469769,0.999938054
DNAJB1,22124.8351,0.368685838,0.742418222,0.496601278,0.619470252,0.999938054
GLIDR,199.6037982,-0.427749902,0.861732963,-0.496383358,0.619623965,0.999938054
NDP,280.7995098,-0.255146898,0.5141781,-0.496222803,0.619737224,0.999938054
LOC100287010,6.898193809,-1.13707699,2.291612748,-0.496190725,0.619759854,0.999938054
SESN1,471.3534993,-0.213792701,0.430902409,-0.496151094,0.619787813,0.999938054
SOCS7,69.27147074,0.678313697,1.367177851,0.496141519,0.619794568,0.999938054
DLST,1486.051065,0.194722138,0.392519047,0.496083285,0.619835652,0.999938054
STARD4-AS1,31.60024233,0.567343282,1.14377245,0.496028106,0.619874581,0.999938054
PLEKHH1,300.9124359,-0.36964427,0.745748422,-0.495668859,0.620128062,0.999938054
CSNK2A2,542.4554115,-0.203427248,0.410485944,-0.495576648,0.620193132,0.999938054
PCSK5,175.0209694,0.671797308,1.355689634,0.495539164,0.620219584,0.999938054
TRAPPC5,1895.997716,0.242407157,0.489180753,0.495536987,0.62022112,0.999938054
TPCN1,731.3635542,-0.331376024,0.668758333,-0.495509376,0.620240606,0.999938054
IL17RE,85.14333672,-0.339503532,0.68530284,-0.495406573,0.620313156,0.999938054
ADAMTS14,19.16706563,1.235957639,2.495429687,0.495288505,0.620396484,0.999938054
SKAP2,168.5055831,0.340992917,0.688580532,0.495211382,0.620450917,0.999938054
CHSY3,48.13650138,0.582319463,1.17678228,0.494840441,0.620712755,0.999938054
MIER2,421.5671165,-0.198644562,0.40143855,-0.494831804,0.620718852,0.999938054
URB1-AS1,189.9737384,0.47985254,0.969795775,0.494797515,0.620743058,0.999938054
KIF3B,1086.46956,0.182588977,0.36904651,0.494758715,0.62077045,0.999938054
QSOX1,1520.527122,0.334345833,0.67581595,0.494729125,0.62079134,0.999938054
ERMP1,283.177177,-0.297882621,0.602158069,-0.494691737,0.620817735,0.999938054
ZMYM2,825.5403048,-0.158992974,0.321434903,-0.494635064,0.620857747,0.999938054
PCDH10,701.0945381,-0.347567179,0.702714909,-0.49460624,0.620878096,0.999938054
NBAS,543.4926165,-0.250916024,0.507365238,-0.494547134,0.620919828,0.999938054
LSR,232.4509004,-0.443510555,0.897005333,-0.494434692,0.620999219,0.999938054
RNF207,35.72002465,0.730671447,1.477910165,0.494395034,0.62102722,0.999938054
INHBA-AS1,49.04515261,-0.923147189,1.86725685,-0.494386827,0.621033015,0.999938054
BABAM2,843.4023488,-0.262082988,0.530275151,-0.494239619,0.621136963,0.999938054
HECTD3,789.4953144,0.27850598,0.563531149,0.494215769,0.621153804,0.999938054
PXYLP1,1011.983577,-0.464992744,0.941411204,-0.493931601,0.621354486,0.999938054
PPP1R9B,5003.506775,0.296569694,0.600549248,0.493830763,0.621425705,0.999938054
STAT4,11.41554935,0.870135018,1.762759459,0.493620961,0.621573894,0.999938054
NRAS,897.6881629,-0.230038726,0.466160885,-0.493474964,0.621677026,0.999938054
SNHG11,421.5699375,0.250620997,0.507872175,0.493472589,0.621678704,0.999938054
KHNYN,333.2351047,0.412999751,0.837277137,0.493265292,0.621825149,0.999938054
NAPRT,522.5529835,0.521808784,1.05797069,0.493216673,0.621859498,0.999938054
ZSWIM6,484.7559124,0.290863818,0.589964291,0.493019362,0.621998907,0.999938054
ZNF83,381.087715,0.453575604,0.920063038,0.492983182,0.622024471,0.999938054
REPIN1,3661.653634,-0.235767627,0.478335285,-0.492891982,0.622088913,0.999938054
ENPP5,47.08826744,-0.505911731,1.026529616,-0.492836956,0.622127796,0.999938054
SLC38A5,1184.401127,-0.381031547,0.773236872,-0.492774673,0.622171808,0.999938054
CPLX2,6931.808168,0.613769874,1.245843945,0.492653896,0.622257159,0.999938054
CDC73,685.0437054,-0.220097208,0.44677949,-0.49263051,0.622273686,0.999938054
DDX51,731.4344612,0.241576903,0.490412936,0.492598962,0.622295981,0.999938054
TMEM130,980.5163653,0.548296183,1.113428203,0.49243964,0.622408582,0.999938054
ARSL,73.35496407,0.596701437,1.211803615,0.492407705,0.622431153,0.999938054
DDX5,7050.377047,0.134569442,0.273305419,0.492377512,0.622452494,0.999938054
ARPC1A,2147.86526,-0.196922696,0.399964988,-0.492349835,0.622472056,0.999938054
SH3RF1,499.3425263,-0.237488114,0.482384806,-0.492320884,0.622492519,0.999938054
MRPL20-AS1,341.6029468,0.266147391,0.540639596,0.49228246,0.622519678,0.999938054
FLOT2,2680.036017,0.144271553,0.29310484,0.492218255,0.622565061,0.999938054
ANKRD42-DT,13.52419316,0.786443009,1.597949616,0.492157576,0.622607953,0.999938054
NDUFA11,3710.319308,0.260770534,0.529999386,0.492020445,0.62270489,0.999938054
CAMK1G,258.3200295,0.388048712,0.788750153,0.491979255,0.622734009,0.999938054
IGF1,15.47747178,0.720657244,1.465193352,0.491851292,0.622824473,0.999938054
SNX16,140.5400353,-0.286310288,0.582264913,-0.491718257,0.62291853,0.999938054
TAL1,69.87832087,0.459253285,0.933981666,0.491715524,0.622920462,0.999938054
RPL18,19275.37956,0.215663005,0.438593408,0.491715108,0.622920756,0.999938054
NUTM2A-AS1,160.0159695,-0.233264234,0.474405004,-0.491698511,0.622932491,0.999938054
TPT1-AS1,243.5499632,-0.225943052,0.4596357,-0.49156985,0.623023461,0.999938054
ADRA1A,38.90868126,-0.397110415,0.807902552,-0.491532567,0.623049824,0.999938054
TRIM52,130.1749712,0.309062415,0.628843043,0.491477832,0.623088527,0.999938054
APEX1,4904.630965,-0.206379006,0.419926936,-0.491464082,0.62309825,0.999938054
SELENOH,1217.346553,0.264526189,0.538451621,0.49127197,0.623234102,0.999938054
STXBP5L,57.47223994,-0.69788335,1.420648744,-0.491242718,0.623254789,0.999938054
ZNF286B,53.24632413,-0.351854182,0.716390013,-0.491148921,0.623321123,0.999938054
LRP1B,464.0548316,-0.504487545,1.027483272,-0.490993438,0.623431088,0.999938054
ACVR1,497.0706971,0.21710351,0.442289353,0.490863069,0.623523299,0.999938054
H4C11,10.76245673,0.821467803,1.674544584,0.490561918,0.623736327,0.999938054
SFPQ,3069.911781,0.166678923,0.339790558,0.490534298,0.623755866,0.999938054
TRMT112,3173.056761,0.195765034,0.399090387,0.490528062,0.623760277,0.999938054
RHOU,926.0533655,-0.353842789,0.721452597,-0.490458819,0.623809264,0.999938054
LOC100129034,766.4155844,0.345145181,0.703721615,0.490456984,0.623810562,0.999938054
FXYD6,34926.78325,-0.297237937,0.606201269,-0.490328795,0.623901254,0.999938054
SERINC4,48.90813333,0.443534936,0.90460774,0.490306368,0.623917121,0.999938054
DALRD3,573.0886413,0.253450505,0.516952854,0.490277795,0.623937337,0.999938054
SF3B4,909.9076237,-0.229284313,0.467815098,-0.490117386,0.624050836,0.999938054
SEC11C,971.4328453,-0.193330512,0.394461011,-0.490113109,0.624053863,0.999938054
TWF2,893.6544499,0.246320269,0.502656442,0.490037028,0.624107697,0.999938054
RFC3,150.1524241,-0.271938532,0.554935939,-0.4900359,0.624108495,0.999938054
MRPS30-DT,43.10715852,0.476051798,0.971732833,0.48989988,0.624204748,0.999938054
KCTD14,19.59929754,0.928264003,1.894852467,0.489887218,0.624213709,0.999938054
RNF11,3319.499956,0.264530674,0.540052757,0.489823764,0.624258613,0.999938054
AP2A2,1687.751195,0.217103525,0.443286961,0.489758427,0.624304852,0.999938054
KXD1,2275.286375,0.161546537,0.329855824,0.48974893,0.624311573,0.999938054
GPHN,487.7578388,-0.215532615,0.440183431,-0.489642725,0.624386737,0.999938054
NUMB,669.4836629,0.259825314,0.530755848,0.489538298,0.624460648,0.999938054
EXOC8,182.8586999,-0.321376002,0.656654073,-0.489414466,0.624548297,0.999938054
PTPN5,141.0841937,0.68136626,1.393447068,0.488978932,0.624856612,0.999938054
MAN1A2,221.5225046,-0.360287885,0.736986349,-0.48886643,0.624936264,0.999938054
TIGD6,86.80465089,-0.264412299,0.540887247,-0.488849202,0.624948461,0.999938054
TMC4,15.51950222,0.574122767,1.174960519,0.488631539,0.62510258,0.999938054
PNMA3,216.6949662,-0.674279917,1.380125583,-0.488564175,0.625150281,0.999938054
ZXDA,102.6847203,-0.309999685,0.634549456,-0.488535105,0.625170867,0.999938054
TUBA3FP,33.12631859,0.583414043,1.194418273,0.488450367,0.625230874,0.999938054
TASOR2,399.398733,-0.263134777,0.538715151,-0.488448815,0.625231973,0.999938054
FMR1,804.1787304,-0.175026539,0.358408263,-0.488344038,0.625306174,0.999938054
ZDHHC2,435.216159,-0.250688467,0.513371283,-0.488318055,0.625324574,0.999938054
SUZ12,459.460706,-0.252974481,0.518176666,-0.488201221,0.62540732,0.999938054
RHOF,9.579031504,-1.56694484,3.209870303,-0.488164534,0.625433304,0.999938054
MC1R,94.0665187,0.421248063,0.863163269,0.488028254,0.625529829,0.999938054
ICAM1,2427.886392,-0.483939552,0.991640922,-0.48801894,0.625536425,0.999938054
NPY1R,21.23312922,1.434770094,2.940138849,0.487993992,0.625554097,0.999938054
GET4,970.3579271,-0.192131502,0.393774849,-0.487922228,0.625604929,0.999938054
SLC26A6,149.3015617,0.383321132,0.785969783,0.487704668,0.625759045,0.999938054
LOC100134868,34.3786327,0.803412164,1.647351871,0.487699185,0.625762929,0.999938054
CYB5R2,144.6068109,0.506164451,1.037979525,0.487643965,0.625802049,0.999938054
MED18,162.4915124,0.289509383,0.593784835,0.487566145,0.62585718,0.999938054
CCND2,3655.45964,-0.320959747,0.658301501,-0.487557367,0.625863399,0.999938054
ARV1,409.7058894,-0.260132227,0.533568788,-0.48753269,0.625880883,0.999938054
CASC2,140.4553806,-0.377787106,0.774954953,-0.48749557,0.625907182,0.999938054
SLC4A7,562.1669179,0.457358935,0.93827462,0.487446772,0.625941754,0.999938054
NBPF14,133.4968412,-0.456242196,0.936142433,-0.48736408,0.626000344,0.999938054
ZNF79,66.74908398,-0.349368586,0.716965876,-0.487287607,0.626054529,0.999938054
MORF4,28.91557998,-0.766408691,1.572808447,-0.487286734,0.626055148,0.999938054
SUCLG2,694.7776095,0.292627115,0.600837017,0.487032435,0.626235346,0.999938054
NT5DC3,229.5668669,-0.354103378,0.727283371,-0.48688502,0.626339816,0.999938054
CACNA1F,8.48251662,1.305285332,2.681225108,0.486824224,0.626382902,0.999938054
JPT1,2446.550091,-0.285202038,0.585854846,-0.486813482,0.626390515,0.999938054
LY86,187.013977,-0.376121913,0.772635122,-0.486804058,0.626397194,0.999938054
NUMBL,724.7989299,0.204867804,0.420935946,0.48669591,0.626473844,0.999938054
DDX12P,58.1866386,0.365364744,0.750744395,0.486669959,0.626492238,0.999938054
ABRAXAS2,165.7543001,-0.264293825,0.543143942,-0.486599969,0.626541846,0.999938054
NAA20,671.5497515,0.200800558,0.412660983,0.48659933,0.626542299,0.999938054
ECT2L,25.14453171,-0.772123993,1.587276574,-0.486445781,0.626651138,0.999938054
SLC6A1,1364.008508,-0.354444438,0.728675909,-0.486422611,0.626667563,0.999938054
ZNF131,380.2226222,-0.205877757,0.423251006,-0.486420006,0.626669409,0.999938054
MID1IP1,1965.907551,0.152623166,0.313784607,0.486394689,0.626687355,0.999938054
FABP7,3379.16474,0.266182774,0.547292054,0.486363309,0.6267096,0.999938054
TBC1D15,591.8634991,-0.210592745,0.433246799,-0.486080325,0.626910216,0.999938054
ANXA2P2,1081.311299,0.508424071,1.046247245,0.485950213,0.627002466,0.999938054
DNAJC4,762.1165759,0.310735888,0.639445482,0.485945864,0.627005549,0.999938054
CHST7,309.6325739,-0.291101378,0.59918764,-0.485826741,0.627090013,0.999938054
XRCC5,3666.365321,-0.183964693,0.378686965,-0.485796211,0.627111661,0.999938054
ZNF148,443.6535131,-0.257173817,0.529766407,-0.485447573,0.627358894,0.999938054
NDUFB8,3267.453328,0.314971646,0.649121527,0.485227547,0.627514944,0.999938054
ARL6IP4,3482.250076,0.227292674,0.468429426,0.485222878,0.627518255,0.999938054
CACNB4,190.0483052,-0.44794257,0.923368533,-0.485117864,0.627592741,0.999938054
LOC100505915,69.24814167,0.707517005,1.458463218,0.485111312,0.627597388,0.999938054
BOLA3-DT,187.4271465,0.257008035,0.529854423,0.485054052,0.627638004,0.999938054
