ens_id,gene,log2FC,aveEXP,t,p-value,q-value
ENSG00000164483,SAMD3,0.03,0.42,0.85,0.396,0.0227
ENSG00000164484,TMEM200A,0.11,0.96,1.09,0.279,0.0162
ENSG00000164488,DACT2,-0.52,0.81,-6.66,1.45E-10,1.17E-11
ENSG00000164494,PDSS2,1.18,2.68,19.52,4.28E-54,1.07E-54
ENSG00000164506,STXBP5,-2.41,2.57,-32.27,3.39E-96,5.77E-96
ENSG00000164509,IL31RA,0.16,0.12,2.88,0.00424,0.000271
ENSG00000164512,ANKRD55,-0.66,0.65,-14.52,5.57E-36,8.49E-37
ENSG00000164530,PI16,0.87,3.43,4.7,4.12E-06,2.93E-07
ENSG00000164535,DAGLB,0.28,4.09,4.75,3.20E-06,2.29E-07
ENSG00000164542,MATCAP2,0.6,2.44,8.21,8.28E-15,7.49E-16
ENSG00000164543,STK17A,2.51,4.01,28.99,3.46E-86,3.18E-86
ENSG00000164548,TRA2A,0.42,5.52,7.07,1.27E-11,1.05E-12
ENSG00000164574,GALNT10,2.09,3.58,25.46,9.39E-75,4.82E-75
ENSG00000164576,SAP30L,1.09,4.18,20.42,2.46E-57,6.82E-58
ENSG00000164587,RPS14,1.87,9.69,28.53,9.92E-85,8.50E-85
ENSG00000164588,HCN1,-2.39,1.34,-28.74,2.12E-85,1.87E-85
ENSG00000164591,MYOZ3,-0.03,1.28,-0.4,0.688,0.0385
ENSG00000164597,COG5,1.06,3.59,19.26,3.57E-53,8.68E-54
ENSG00000164600,NEUROD6,-3.71,1.85,-35.14,1.75E-104,5.49E-104
ENSG00000164603,BMT2,1.29,2.7,22.47,1.49E-64,5.26E-65
ENSG00000164604,GPR85,-0.74,2.87,-8.59,6.13E-16,5.71E-17
ENSG00000164609,SLU7,0.02,4.87,0.23,0.82,0.0455
ENSG00000164610,RP9,1.08,4.14,18.54,1.37E-50,3.11E-51
ENSG00000164611,PTTG1,3.35,4.71,35.05,3.00E-104,9.17E-104
ENSG00000164615,CAMLG,0.04,5.64,0.69,0.493,0.028
ENSG00000164619,BMPER,0.49,2.18,4.07,6.04E-05,4.15E-06
ENSG00000164620,RELL2,-2.4,3.62,-23.84,2.82E-69,1.18E-69
ENSG00000164626,KCNK5,0.29,0.27,5.91,9.87E-09,7.62E-10
ENSG00000164627,KIF6,0.12,1.52,1.2,0.23,0.0134
ENSG00000164631,ZNF12,1.18,3.24,19.17,7.83E-53,1.89E-53
ENSG00000164638,SLC29A4,0.3,4.32,2.5,0.0131,0.00082
ENSG00000164647,STEAP1,1.14,2,9.2,8.54E-18,8.35E-19
ENSG00000164649,CDCA7L,2.89,3.74,27.88,1.19E-82,9.05E-83
ENSG00000164651,SP8,0.27,0.56,3.03,0.00264,0.00017
ENSG00000164654,MIOS,1.07,3.59,18.54,1.44E-50,3.26E-51
ENSG00000164659,ELAPOR2,-0.54,2.76,-5.1,6.30E-07,4.61E-08
ENSG00000164663,USP49,-0.16,1.74,-1.89,0.0605,0.00366
ENSG00000164674,SYTL3,1.44,1.51,21.03,1.67E-59,4.98E-60
ENSG00000164675,IQUB,0.42,0.53,8.5,1.18E-15,1.09E-16
ENSG00000164683,HEY1,2.12,5.37,25.44,1.15E-74,5.86E-75
ENSG00000164684,ZNF704,0.15,2.36,1.73,0.0852,0.00512
ENSG00000164687,FABP5,1.87,6.53,10.97,1.58E-23,1.77E-24
ENSG00000164690,SHH,-0.21,0.67,-2.29,0.0227,0.0014
ENSG00000164691,TAGAP,1.4,1.41,17.9,2.97E-48,6.28E-49
ENSG00000164692,COL1A2,3.94,4.85,21.57,2.19E-61,6.96E-62
ENSG00000164694,FNDC1,0.39,0.33,5.42,1.27E-07,9.51E-09
ENSG00000164695,CHMP4C,0.13,0.35,2.85,0.00465,0.000297
ENSG00000164707,SLC13A4,-0.31,0.97,-2.58,0.0105,0.000662
ENSG00000164708,PGAM2,1.75,4.03,9.67,2.80E-19,2.84E-20
ENSG00000164713,BRI3,1.72,7.05,31.21,5.01E-93,7.09E-93
ENSG00000164715,LMTK2,-1.32,2.86,-15.83,9.77E-41,1.69E-41
ENSG00000164733,CTSB,2.19,8.53,22.85,6.91E-66,2.55E-66
ENSG00000164736,SOX17,-0.19,1.04,-3.7,0.000264,1.77E-05
ENSG00000164741,DLC1,0.15,3.24,1.47,0.143,0.00849
ENSG00000164742,ADCY1,-2.65,3.12,-22.76,1.41E-65,5.16E-66
ENSG00000164743,C8orf48,0.9,1.19,14.03,3.21E-34,4.67E-35
ENSG00000164746,C7orf57,1.22,0.86,9.78,1.28E-19,1.31E-20
ENSG00000164749,HNF4G,1.24,0.96,19.32,2.23E-53,5.45E-54
ENSG00000164751,PEX2,1.84,5.28,27.89,1.06E-82,8.08E-83
ENSG00000164754,RAD21,1.07,5.86,18.23,1.94E-49,4.24E-50
ENSG00000164758,MED30,1.32,3.61,23.71,7.80E-69,3.22E-69
ENSG00000164761,TNFRSF11B,1.51,2.19,12.17,1.26E-27,1.56E-28
ENSG00000164764,SBSPON,0.43,0.95,3.88,0.000129,8.74E-06
ENSG00000164776,PHKG1,1.85,4.04,12.62,3.41E-29,4.38E-30
ENSG00000164778,EN2,1.18,0.9,13.71,4.57E-33,6.46E-34
ENSG00000164794,KCNV1,-2.46,1.29,-29.81,9.46E-89,1.02E-88
ENSG00000164796,CSMD3,-1.01,1.05,-13.42,5.17E-32,7.14E-33
ENSG00000164808,SPIDR,-0.13,4.93,-1.97,0.0504,0.00306
ENSG00000164815,ORC5,1,3.87,16.72,5.99E-44,1.12E-44
ENSG00000164816,DEFA5,-0.34,0.15,-10.25,3.89E-21,4.11E-22
ENSG00000164818,DNAAF5,1.81,3.86,26.97,1.01E-79,6.66E-80
ENSG00000164821,DEFA4,-0.09,0.18,-1.92,0.0555,0.00337
ENSG00000164823,OSGIN2,0.99,3.3,13.2,2.97E-31,4.02E-32
ENSG00000164825,DEFB1,-0.16,0.26,-2.96,0.00331,0.000213
ENSG00000164828,SUN1,0.21,5.64,3.22,0.00141,9.21E-05
ENSG00000164830,OXR1,-0.36,4.87,-4.6,6.36E-06,4.51E-07
ENSG00000164841,TMEM74,-0.12,1.09,-1.51,0.131,0.0078
ENSG00000164849,GPR146,-0.16,3.05,-1.84,0.0662,0.004
ENSG00000164850,GPER1,-0.28,2.94,-3.52,0.000506,3.35E-05
ENSG00000164867,NOS3,-0.66,2.57,-6.67,1.37E-10,1.11E-11
ENSG00000164877,MICALL2,-0.94,5.23,-8.44,1.74E-15,1.60E-16
ENSG00000164879,CA3,2.44,2.59,12.71,1.71E-29,2.22E-30
ENSG00000164880,INTS1,-0.42,5.75,-4.69,4.21E-06,3.00E-07
ENSG00000164885,CDK5,-0.03,5.48,-0.35,0.727,0.0406
ENSG00000164889,SLC4A2,2.05,5.54,22.41,2.38E-64,8.32E-65
ENSG00000164896,FASTK,0.17,6.09,2.51,0.0127,0.000793
ENSG00000164897,TMUB1,1.02,5.36,14.08,2.28E-34,3.32E-35
ENSG00000164898,FMC1,2,5.29,29.13,1.25E-86,1.17E-86
ENSG00000164902,PHAX,1.07,4.3,13.93,7.80E-34,1.12E-34
ENSG00000164904,ALDH7A1,0.75,5.97,7.55,6.14E-13,5.30E-14
ENSG00000164916,FOXK1,0.21,3.07,2.76,0.00615,0.000391
ENSG00000164919,COX6C,-0.16,8.61,-2.86,0.00459,0.000293
ENSG00000164920,OSR2,1.04,0.76,13.02,1.37E-30,1.82E-31
ENSG00000164924,YWHAZ,0.45,7.93,6.83,5.26E-11,4.32E-12
ENSG00000164929,BAALC,0.66,7.79,6.61,1.95E-10,1.57E-11
ENSG00000164930,FZD6,0.94,2.09,10.02,2.20E-20,2.29E-21
ENSG00000164932,CTHRC1,2.38,2.59,15.84,9.49E-41,1.64E-41
ENSG00000164933,SLC25A32,0.46,3.28,8.78,1.62E-16,1.53E-17
ENSG00000164934,DCAF13,2.18,4.19,41.19,1.19E-120,1.61E-119
ENSG00000164935,DCSTAMP,-0.19,0.67,-2.97,0.00319,0.000205
ENSG00000164938,TP53INP1,1.73,2.48,26.77,4.62E-79,2.95E-79
ENSG00000164941,INTS8,0.34,4.04,5.77,2.07E-08,1.58E-09
ENSG00000164944,VIRMA,0.91,4.53,16.91,1.17E-44,2.24E-45
ENSG00000164946,FREM1,0.34,1.55,3.1,0.00211,0.000137
ENSG00000164949,GEM,2.14,3.52,17.99,1.37E-48,2.94E-49
ENSG00000164951,PDP1,-1.33,3.7,-14.96,1.46E-37,2.33E-38
ENSG00000164953,TMEM67,0.91,2.78,12.54,6.47E-29,8.25E-30
ENSG00000164961,WASHC5,0.83,4.21,16.94,8.93E-45,1.71E-45
ENSG00000164967,RPP25L,0.54,4.55,8.7,2.99E-16,2.81E-17
ENSG00000164970,FAM219A,-0.93,5.13,-11.41,5.28E-25,6.14E-26
ENSG00000164972,SPMIP6,-2.38,3.32,-14.76,7.55E-37,1.18E-37
ENSG00000164975,SNAPC3,0.48,3.67,7.55,6.40E-13,5.53E-14
ENSG00000164976,MYORG,-1.06,3.22,-10.21,5.32E-21,5.61E-22
ENSG00000164978,NUDT2,0.47,4.72,6.68,1.26E-10,1.02E-11
ENSG00000164983,TMEM65,0.21,2.38,3.39,0.000803,5.29E-05
ENSG00000164985,PSIP1,0,6.18,0.04,0.965,0.0531
ENSG00000164989,CCDC171,-0.81,1.42,-14,4.29E-34,6.21E-35
ENSG00000165006,UBAP1,0.32,5.21,5.42,1.29E-07,9.66E-09
ENSG00000165023,DIRAS2,-2.36,3.53,-17.28,5.30E-46,1.06E-46
ENSG00000165025,SYK,2.34,2.14,26.45,5.18E-78,3.13E-78
ENSG00000165028,NIPSNAP3B,-0.89,1.72,-13.58,1.41E-32,1.97E-33
ENSG00000165029,ABCA1,2.42,2.82,25.61,3.05E-75,1.60E-75
ENSG00000165030,NFIL3,1.46,4.05,15.29,9.23E-39,1.52E-39
ENSG00000165046,LETM2,0.11,2.12,1.83,0.0678,0.00409
ENSG00000165055,METTL2B,1.6,3.72,26.78,4.05E-79,2.60E-79
ENSG00000165060,FXN,1.28,3.35,25.17,9.07E-74,4.47E-74
ENSG00000165061,ZMAT4,-2.33,1.99,-22.31,5.46E-64,1.89E-64
ENSG00000165066,NKX6-3,-0.81,0.35,-29.49,9.40E-88,9.49E-88
ENSG00000165071,TMEM71,1.77,1.6,19.23,4.53E-53,1.10E-53
ENSG00000165072,MAMDC2,0.44,0.85,6.1,3.54E-09,2.77E-10
ENSG00000165078,CPA6,0.26,0.17,5.99,6.33E-09,4.91E-10
ENSG00000165084,C8orf34,0.42,1.32,3.76,0.000205,1.38E-05
ENSG00000165091,TMC1,0.21,0.49,4.78,2.78E-06,1.99E-07
ENSG00000165092,ALDH1A1,-1.45,4.46,-11.61,1.07E-25,1.27E-26
ENSG00000165097,KDM1B,0.74,3.23,11.04,9.60E-24,1.08E-24
ENSG00000165102,HGSNAT,0.18,4.23,2.29,0.0228,0.00141
ENSG00000165105,RASEF,0.69,0.51,9.31,3.92E-18,3.87E-19
ENSG00000165113,GKAP1,-0.01,3.08,-0.19,0.849,0.047
ENSG00000165115,KIF27,0.06,1.66,1.03,0.304,0.0176
ENSG00000165118,QNG1,1.54,2.79,18.62,7.08E-51,1.62E-51
ENSG00000165119,HNRNPK,1.43,7.95,23.64,1.34E-68,5.45E-69
ENSG00000165124,SVEP1,0.02,0.82,0.29,0.768,0.0428
ENSG00000165125,TRPV6,-2.34,1.26,-40.66,2.65E-119,3.23E-118
ENSG00000165138,ANKS6,-0.26,3.3,-4.08,5.90E-05,4.06E-06
ENSG00000165140,FBP1,2.55,2.19,26.43,6.09E-78,3.66E-78
ENSG00000165152,PGAP4,-2.24,2.86,-17.69,1.73E-47,3.58E-48
ENSG00000165156,ZHX1,0.86,4.22,13.38,7.06E-32,9.71E-33
ENSG00000165164,CFAP47,-0.08,0.28,-1.92,0.0559,0.00339
ENSG00000165168,CYBB,3.35,3.14,28.75,1.94E-85,1.72E-85
ENSG00000165169,DYNLT3,-0.14,4.61,-1.54,0.124,0.00737
ENSG00000165171,METTL27,0.66,1.23,8.19,9.54E-15,8.63E-16
ENSG00000165175,MID1IP1,0.11,5.36,1.26,0.21,0.0123
ENSG00000165185,KIAA1958,0.7,1.59,10.27,3.45E-21,3.66E-22
ENSG00000165186,PTCHD1,-0.14,1.1,-2.15,0.0323,0.00198
ENSG00000165194,PCDH19,-0.97,2.53,-9.83,8.87E-20,9.10E-21
ENSG00000165195,PIGA,0.53,2.28,8.83,1.18E-16,1.12E-17
ENSG00000165197,VEGFD,-0.94,0.74,-21.07,1.19E-59,3.55E-60
ENSG00000165209,STRBP,-1.17,4.09,-15.56,9.83E-40,1.66E-40
ENSG00000165219,GAPVD1,0.57,3.44,8.48,1.32E-15,1.22E-16
ENSG00000165233,CARD19,0.36,5,4.72,3.71E-06,2.65E-07
ENSG00000165238,WNK2,-3.35,3.37,-25.87,3.99E-76,2.19E-76
ENSG00000165240,ATP7A,0.92,1.15,20.6,5.86E-58,1.66E-58
ENSG00000165244,ZNF367,1.73,1.68,20.48,1.51E-57,4.22E-58
ENSG00000165246,NLGN4Y,0.55,1.89,3.15,0.00181,0.000118
ENSG00000165259,HDX,0.55,1.31,12,4.96E-27,6.05E-28
ENSG00000165264,NDUFB6,0.85,5.91,13.2,3.10E-31,4.19E-32
ENSG00000165269,AQP7,-0.81,0.44,-21.9,1.47E-62,4.88E-63
ENSG00000165271,NOL6,0.12,4.28,1.84,0.0674,0.00407
ENSG00000165272,AQP3,0.24,1.23,2.86,0.00455,0.000291
ENSG00000165275,TRMT10B,0.03,2.85,0.53,0.6,0.0338
ENSG00000165280,VCP,0.94,6.63,13.47,3.33E-32,4.62E-33
ENSG00000165282,PIGO,1.2,3.72,20.7,2.54E-58,7.27E-59
ENSG00000165283,STOML2,1.14,6.22,18.18,2.87E-49,6.25E-50
ENSG00000165288,BRWD3,0.41,1.23,7.36,2.03E-12,1.73E-13
ENSG00000165300,SLITRK5,-1.17,1.05,-20.35,4.27E-57,1.17E-57
ENSG00000165304,MELK,3.21,2.01,31.82,7.21E-95,1.13E-94
ENSG00000165309,ARMC3,-0.05,0.75,-0.5,0.62,0.0349
ENSG00000165312,OTUD1,0.25,2.45,3.81,0.000173,1.17E-05
ENSG00000165322,ARHGAP12,1.06,4.17,17.22,8.86E-46,1.75E-46
ENSG00000165323,FAT3,-0.06,2.28,-0.6,0.547,0.0309
ENSG00000165338,HECTD2,-0.21,2.52,-3.61,0.000362,2.41E-05
ENSG00000165349,SLC7A3,0.64,1.08,4.99,1.08E-06,7.83E-08
ENSG00000165355,FBXO33,-0.26,2.7,-4.54,8.33E-06,5.89E-07
ENSG00000165359,INTS6L,-0.74,2.25,-12.03,3.91E-27,4.78E-28
ENSG00000165379,LRFN5,-2.48,1.73,-27.17,2.34E-80,1.58E-80
ENSG00000165383,LRRC18,0.21,0.15,5.75,2.35E-08,1.80E-09
ENSG00000165389,SPTSSA,2,4.31,32.01,1.97E-95,3.23E-95
ENSG00000165392,WRN,0.88,1.95,15.08,5.52E-38,8.87E-39
ENSG00000165406,MARCHF8,-0.02,3.11,-0.25,0.803,0.0446
ENSG00000165409,TSHR,0.7,0.59,6.66,1.44E-10,1.17E-11
ENSG00000165410,CFL2,0.84,6.17,11.8,2.48E-26,2.97E-27
ENSG00000165416,SUGT1,0.62,4.49,10.4,1.29E-21,1.38E-22
ENSG00000165417,GTF2A1,0.71,3.03,11.26,1.66E-24,1.91E-25
ENSG00000165424,ZCCHC24,-0.12,4.94,-1.45,0.148,0.00873
ENSG00000165434,PGM2L1,-0.4,3.12,-3.75,0.000215,1.45E-05
ENSG00000165443,PHYHIPL,-0.53,5.64,-4.32,2.18E-05,1.52E-06
ENSG00000165449,SLC16A9,0.81,2.62,8.69,3.21E-16,3.01E-17
ENSG00000165457,FOLR2,3.17,3.52,20.94,3.53E-59,1.04E-59
ENSG00000165458,INPPL1,0.75,5.59,8.79,1.58E-16,1.50E-17
ENSG00000165474,GJB2,1.24,1.92,7.59,4.92E-13,4.26E-14
ENSG00000165475,CRYL1,0.59,5.87,7.8,1.22E-13,1.07E-14
ENSG00000165476,REEP3,1.4,3.07,20.88,5.61E-59,1.64E-59
ENSG00000165478,HEPACAM,0.64,5.53,4.61,6.18E-06,4.38E-07
ENSG00000165480,SKA3,2.29,1.65,26.47,4.29E-78,2.60E-78
ENSG00000165487,MICU2,0.27,4.85,4.57,7.49E-06,5.30E-07
ENSG00000165490,DDIAS,1.84,1.37,26.79,3.99E-79,2.56E-79
ENSG00000165494,PCF11,0.33,4.44,4.92,1.47E-06,1.06E-07
ENSG00000165495,PKNOX2,-1.15,3.56,-12.06,2.97E-27,3.64E-28
ENSG00000165501,LRR1,2.29,2.5,38.86,1.25E-114,8.60E-114
ENSG00000165502,RPL36AL,0.61,7.33,11.88,1.26E-26,1.52E-27
ENSG00000165506,DNAAF2,1.12,2.48,20.9,5.01E-59,1.47E-59
ENSG00000165507,DEPP1,1.38,5.18,8.43,1.83E-15,1.68E-16
ENSG00000165509,MAGEC3,-1.07,0.58,-21.16,5.67E-60,1.71E-60
ENSG00000165512,ZNF22,1.67,3.88,28.46,1.63E-84,1.38E-84
ENSG00000165516,KLHDC2,-0.06,5.34,-1.06,0.291,0.0169
ENSG00000165521,EML5,-0.03,1.47,-0.56,0.575,0.0325
ENSG00000165525,NEMF,-0.5,4.28,-6.24,1.66E-09,1.31E-10
ENSG00000165526,RPUSD4,0.48,3.73,8.82,1.28E-16,1.22E-17
ENSG00000165527,ARF6,1.5,3.98,24.56,1.02E-71,4.66E-72
ENSG00000165533,TTC8,0.45,3.81,7.16,7.00E-12,5.88E-13
ENSG00000165548,TMEM63C,-1.85,2.45,-19.38,1.37E-53,3.37E-54
ENSG00000165553,NGB,-3.86,2.17,-37.69,1.64E-111,9.13E-111
ENSG00000165555,NOXRED1,0.22,0.55,6.49,3.80E-10,3.05E-11
ENSG00000165566,AMER2,-1.28,3.3,-10.43,9.77E-22,1.05E-22
ENSG00000165568,AKR1E2,-0.58,0.81,-11.15,3.86E-24,4.40E-25
ENSG00000165572,KBTBD6,0.31,2.95,4.37,1.75E-05,1.23E-06
ENSG00000165588,OTX2,0.18,0.14,2.43,0.0155,0.000969
ENSG00000165591,FAAH2,-0.8,1.2,-13.5,2.51E-32,3.49E-33
ENSG00000165606,DRGX,-0.9,0.43,-22.41,2.36E-64,8.24E-65
ENSG00000165609,NUDT5,1.62,4.7,30.13,1.02E-89,1.15E-89
ENSG00000165617,DACT1,0.6,2.11,7.12,8.98E-12,7.50E-13
ENSG00000165621,OXGR1,-0.55,0.37,-16.57,2.05E-43,3.79E-44
ENSG00000165626,BEND7,0.39,2.32,5.15,4.88E-07,3.58E-08
ENSG00000165629,ATP5F1C,0.52,7.39,9.46,1.37E-18,1.37E-19
ENSG00000165630,PRPF18,0.36,3.07,6.33,9.82E-10,7.78E-11
ENSG00000165632,TAF3,-0.01,1.93,-0.21,0.837,0.0464
ENSG00000165633,VSTM4,0.04,2.22,0.61,0.54,0.0306
ENSG00000165637,VDAC2,0.36,6.76,6.57,2.47E-10,1.99E-11
ENSG00000165643,SOHLH1,-4.46,2.14,-50.61,1.19E-142,2.67E-140
ENSG00000165644,COMTD1,-0.38,2.85,-5.85,1.35E-08,1.04E-09
ENSG00000165650,PDZD8,0.07,2.51,1.02,0.31,0.0179
ENSG00000165655,ZNF503,0.52,2.5,8.09,1.85E-14,1.66E-15
ENSG00000165660,ABRAXAS2,0.39,2.83,7.74,1.78E-13,1.56E-14
ENSG00000165661,QSOX2,0.53,2.98,7.36,2.11E-12,1.80E-13
ENSG00000165669,FAM204A,0.26,4.99,4.76,3.08E-06,2.21E-07
ENSG00000165671,NSD1,0.29,2.99,4.4,1.53E-05,1.07E-06
ENSG00000165672,PRDX3,0.9,6.42,15.64,5.13E-40,8.71E-41
ENSG00000165675,ENOX2,0.87,2.93,13.14,4.91E-31,6.60E-32
ENSG00000165678,GHITM,-0.64,6.66,-11.04,9.43E-24,1.06E-24
ENSG00000165684,SNAPC4,-0.7,2.74,-9.81,1.06E-19,1.08E-20
ENSG00000165685,TMEM52B,1,1.21,14.13,1.47E-34,2.15E-35
ENSG00000165688,PMPCA,0.48,5.34,8.73,2.46E-16,2.31E-17
ENSG00000165689,ENTR1,0.82,4.94,12.35,3.11E-28,3.90E-29
ENSG00000165695,AK8,0.88,1.92,9.46,1.37E-18,1.37E-19
ENSG00000165698,SPACA9,0.2,3.62,2.73,0.00666,0.000422
ENSG00000165699,TSC1,-0.95,3.36,-13.76,3.12E-33,4.43E-34
ENSG00000165702,GFI1B,0.19,0.17,5.28,2.56E-07,1.90E-08
ENSG00000165704,HPRT1,-1.04,4.89,-11.64,8.35E-26,9.90E-27
ENSG00000165714,BORCS5,0.44,3.34,7.09,1.11E-11,9.28E-13
ENSG00000165716,DIPK1B,-0.37,4.49,-4.08,5.95E-05,4.09E-06
ENSG00000165724,ZMYND19,0.34,4.38,4.98,1.09E-06,7.94E-08
ENSG00000165730,STOX1,-1.81,2.69,-19.69,1.05E-54,2.67E-55
ENSG00000165731,RET,-0.5,1.39,-5.13,5.47E-07,4.01E-08
ENSG00000165732,DDX21,1.14,3.27,16.82,2.58E-44,4.90E-45
ENSG00000165733,BMS1,-0.12,2.5,-2.03,0.043,0.00262
ENSG00000165752,STK32C,-1.32,4.45,-17.01,5.27E-45,1.02E-45
ENSG00000165757,JCAD,-1.68,3.01,-18.42,3.77E-50,8.44E-51
ENSG00000165775,FUNDC2,1.38,6.9,22.95,3.20E-66,1.19E-66
ENSG00000165782,PIP4P1,-0.47,5.08,-7.96,4.28E-14,3.80E-15
ENSG00000165792,METTL17,0.1,5.13,1.35,0.178,0.0105
ENSG00000165794,SLC39A2,0.06,0.2,2.11,0.0356,0.00219
ENSG00000165795,NDRG2,-1.57,9.09,-12.66,2.49E-29,3.21E-30
ENSG00000165801,ARHGEF40,1.56,4.83,19.81,3.84E-55,9.91E-56
ENSG00000165802,NSMF,-1.53,6.94,-16.24,3.33E-42,5.99E-43
ENSG00000165804,ZNF219,0.14,4.27,1.79,0.0746,0.0045
ENSG00000165806,CASP7,0.95,2.88,11.54,1.86E-25,2.19E-26
ENSG00000165807,PPP1R36,0.67,1.02,8.96,4.79E-17,4.60E-18
ENSG00000165810,BTNL9,-2.58,2.47,-27.01,7.44E-80,4.94E-80
ENSG00000165813,CCDC186,-0.76,1.72,-14.72,1.07E-36,1.66E-37
ENSG00000165816,VWA2,0.09,0.56,1.69,0.0914,0.00547
ENSG00000165819,METTL3,0.26,4.81,3.81,0.000173,1.16E-05
ENSG00000165821,SALL2,0.59,4.6,7.06,1.29E-11,1.07E-12
ENSG00000165828,PRAP1,-0.77,0.56,-15.03,8.33E-38,1.33E-38
ENSG00000165832,TRUB1,0.37,2.82,5.96,7.66E-09,5.93E-10
ENSG00000165837,ERICH6B,-0.62,0.72,-14.03,3.26E-34,4.74E-35
ENSG00000165861,ZFYVE1,0.29,3.57,4.13,4.87E-05,3.35E-06
ENSG00000165863,SPMIP5,-0.87,0.49,-25.63,2.50E-75,1.32E-75
ENSG00000165868,HSPA12A,-2.81,3.46,-28.91,6.39E-86,5.79E-86
ENSG00000165879,FRAT1,0.11,1.75,1.6,0.111,0.00662
ENSG00000165886,UBTD1,0.78,3.94,12,4.96E-27,6.04E-28
ENSG00000165887,ANKRD2,-1.4,0.82,-26.29,1.66E-77,9.65E-78
ENSG00000165891,E2F7,1.47,0.97,21.27,2.32E-60,7.09E-61
ENSG00000165895,ARHGAP42,1.17,1.72,18.33,8.54E-50,1.89E-50
ENSG00000165898,ISCA2,1.13,4.53,20.35,4.31E-57,1.19E-57
ENSG00000165899,OTOGL,-0.91,0.86,-15.69,3.19E-40,5.46E-41
ENSG00000165905,LARGE2,0.23,0.29,5.85,1.34E-08,1.03E-09
ENSG00000165912,PACSIN3,-0.41,3.31,-4.32,2.21E-05,1.54E-06
ENSG00000165914,TTC7B,-1.56,5.33,-19.09,1.49E-52,3.58E-53
ENSG00000165915,SLC39A13,-0.19,4.94,-2.83,0.00492,0.000314
ENSG00000165916,PSMC3,0.73,7.01,13.55,1.73E-32,2.41E-33
ENSG00000165923,AGBL2,0.71,1.01,9.5,9.77E-19,9.77E-20
ENSG00000165929,TC2N,0.8,1.35,7.93,5.48E-14,4.85E-15
ENSG00000165934,CPSF2,1.38,3.47,20.05,5.22E-56,1.39E-56
ENSG00000165935,SMCO2,-0.23,0.45,-6,6.20E-09,4.81E-10
ENSG00000165943,MOAP1,-1.41,5.55,-16.06,1.46E-41,2.58E-42
ENSG00000165948,IFI27L1,1.09,4.91,15.8,1.35E-40,2.34E-41
ENSG00000165949,IFI27,1.03,6.73,7.53,7.27E-13,6.26E-14
ENSG00000165959,CLMN,-0.83,2.36,-9.21,8.15E-18,7.98E-19
ENSG00000165966,PDZRN4,-0.17,1.42,-1.8,0.0735,0.00443
ENSG00000165973,NELL1,-1.95,1.74,-16.74,5.07E-44,9.54E-45
ENSG00000165983,PTER,-2.64,2.48,-25.74,1.07E-75,5.77E-76
ENSG00000165985,C1QL3,-1.93,1.37,-17.04,4.00E-45,7.78E-46
ENSG00000165995,CACNB2,-1.86,2.64,-20.73,1.93E-58,5.55E-59
ENSG00000165996,HACD1,0.07,2.26,0.72,0.471,0.0268
ENSG00000165997,ARL5B,0.6,2,9.64,3.54E-19,3.58E-20
ENSG00000166002,SMCO4,1.27,3.65,16.22,3.80E-42,6.83E-43
ENSG00000166004,CEP295,-0.42,2.5,-7.17,6.65E-12,5.59E-13
ENSG00000166006,KCNC2,-3.43,2.23,-31.09,1.15E-92,1.59E-92
ENSG00000166012,TAF1D,-0.82,6.03,-14.82,4.74E-37,7.43E-38
ENSG00000166016,ABTB2,0,1.85,0.01,0.991,0.0544
ENSG00000166024,R3HCC1L,-0.01,2.54,-0.28,0.782,0.0435
ENSG00000166025,AMOTL1,1.07,2.7,14.22,7.06E-35,1.04E-35
ENSG00000166033,HTRA1,1.01,8.25,12.23,7.62E-28,9.46E-29
ENSG00000166035,LIPC,0.29,0.74,4.8,2.59E-06,1.86E-07
ENSG00000166037,CEP57,0.68,4.02,11.33,9.80E-25,1.13E-25
ENSG00000166046,TCP11L2,0.68,2.38,7.7,2.37E-13,2.06E-14
ENSG00000166068,SPRED1,0.98,3.91,13.15,4.68E-31,6.30E-32
ENSG00000166073,GPR176,-0.59,3.3,-7.27,3.67E-12,3.11E-13
ENSG00000166086,JAM3,1.12,5.3,12.22,8.44E-28,1.05E-28
ENSG00000166091,CMTM5,0.03,4.56,0.2,0.838,0.0464
ENSG00000166105,GLB1L3,-1.76,1.54,-23.15,6.59E-67,2.51E-67
ENSG00000166106,ADAMTS15,1.42,1.25,14.73,9.94E-37,1.54E-37
ENSG00000166111,SVOP,-3.48,2.2,-29.06,2.04E-86,1.90E-86
ENSG00000166123,GPT2,-0.07,5.06,-0.81,0.419,0.024
ENSG00000166128,RAB8B,1.42,3.35,23.16,5.96E-67,2.28E-67
ENSG00000166130,IKBIP,2.82,2.89,43.18,1.37E-125,2.86E-124
ENSG00000166133,RPUSD2,0.76,3.11,14.07,2.46E-34,3.59E-35
ENSG00000166135,HIF1AN,0.08,2.99,1.23,0.218,0.0128
ENSG00000166136,NDUFB8,-1.02,7.79,-18.93,5.36E-52,1.26E-52
ENSG00000166140,ZFYVE19,0.08,4.36,1.69,0.0929,0.00556
ENSG00000166145,SPINT1,0.81,1.28,10.9,2.70E-23,3.02E-24
ENSG00000166147,FBN1,0.54,3.12,5.2,3.85E-07,2.84E-08
ENSG00000166148,AVPR1A,0.29,0.42,6.56,2.65E-10,2.13E-11
ENSG00000166153,DEPDC4,0.62,1.05,14.46,9.38E-36,1.42E-36
